stdDay,areaName,nationName,defCnt,dayDefCnt,deathCnt,dayDeathCnt
2021-01-04,중동,아랍에미리트,211641,1963,674,3
2021-01-04,중동,이스라엘,425582,0,3338,0
2021-01-04,중동,튀니지,141979,1422,4765,35
2021-01-04,중동,시리아,11616,90,723,6
2021-01-04,중동,사우디아라비아,362979,101,6239,9
2021-01-04,중동,카타르,144240,198,245,0
2021-01-04,중동,오만,128867,0,1499,0
2021-01-04,중동,모로코,442141,1171,7452,27
2021-01-04,중동,리비아,100744,0,1487,0
2021-01-04,중동,레바논,186408,2520,1476,10
2021-01-04,중동,쿠웨이트,151074,205,937,1
2021-01-04,중동,요르단,296668,903,3877,26
2021-01-04,중동,이라크,597033,840,12829,5
2021-01-04,중동,이집트,140878,1407,7741,54
2021-01-04,중동,바레인,93184,271,352,0
2021-01-04,중동,이란,1237474,6045,55438,101
2021-01-04,아시아,타지키스탄,13182,0,89,0
2021-01-04,아시아,라오스,41,0,0,0
2021-01-04,아시아,미얀마,125616,563,2711,14
2021-01-04,아시아,동티모르,44,0,0,0
2021-01-04,아시아,키르기스스탄,81305,91,1359,1
2021-01-04,아시아,우즈베키스탄,77231,49,614,0
2021-01-04,아시아,카자흐스탄,202880,721,2749,0
2021-01-04,아시아,몽골,1242,22,0,0
2021-01-04,아시아,브루나이,152,0,3,0
2021-01-04,아시아,방글라데시,515184,684,7599,23
2021-01-04,아시아,몰디브,13834,30,48,0
2021-01-04,아시아,부탄,710,21,0,0
2021-01-04,아시아,인도네시아,758473,7203,22555,226
2021-01-04,아시아,파키스탄,484362,2184,10258,82
2021-01-04,아시아,아프가니스탄,52709,123,2221,10
2021-01-04,아시아,스리랑카,44371,515,211,7
2021-01-04,아시아,네팔,261438,419,1870,6
2021-01-04,아시아,캄보디아,381,2,0,0
2021-01-04,아시아,필리핀,476916,1096,9253,5
2021-01-04,아시아,인도,10323965,18177,149435,217
2021-01-04,아시아,베트남,1482,8,35,0
2021-01-04,아시아,말레이시아,117373,2295,483,9
2021-01-04,아시아,태국,7379,216,64,1
2021-01-04,아시아,싱가포르,58662,33,29,0
2021-01-04,아시아,일본,240954,2942,3548,34
2021-01-04,아시아,마카오,46,0,0,0
2021-01-04,아시아,대만,812,4,7,0
2021-01-04,아시아,홍콩,8964,41,150,0
2021-01-04,아시아,중국,87150,33,4634,0
2021-01-04,아시아,한국,64264,1020,981,19
